sample_id,cell_line_id,drug_id,response,cell_emb_0,cell_emb_1,cell_emb_2,cell_emb_3,cell_emb_4,cell_emb_5,cell_emb_6,cell_emb_7,cell_emb_8,cell_emb_9,cell_emb_10,cell_emb_11,cell_emb_12,cell_emb_13,cell_emb_14,cell_emb_15,cell_emb_16,cell_emb_17,cell_emb_18,cell_emb_19,cell_emb_20,cell_emb_21,cell_emb_22,cell_emb_23,cell_emb_24,cell_emb_25,cell_emb_26,cell_emb_27,cell_emb_28,cell_emb_29,cell_emb_30,cell_emb_31,drug_emb_0,drug_emb_1,drug_emb_2,drug_emb_3,drug_emb_4,drug_emb_5,drug_emb_6,drug_emb_7,drug_emb_8,drug_emb_9,drug_emb_10,drug_emb_11,drug_emb_12,drug_emb_13,drug_emb_14,drug_emb_15,drug_emb_16,drug_emb_17,drug_emb_18,drug_emb_19,drug_emb_20,drug_emb_21,drug_emb_22,drug_emb_23,drug_emb_24,drug_emb_25,drug_emb_26,drug_emb_27,drug_emb_28,drug_emb_29,drug_emb_30,drug_emb_31
TRAIN_0261,EPLC272H,5-azacytidine,4.068088,0.401166,0.195277,1.442279,0.285592,0.644454,-0.111963,0.657708,-0.12715,-0.423683,0.841184,-0.388651,0.42908,-0.555961,-1.34734,-1.835442,-0.212373,-0.266597,0.009921,-1.938673,-0.890615,1.245855,0.043868,0.665231,-1.53434,-0.041529,0.674016,-1.696192,0.423207,-0.673165,-0.245252,-0.247985,1.054916,-0.507593,-1.104617,1.7235,-1.070543,0.781267,-1.527475,-0.650134,-1.221073,0.518895,0.809309,-0.39097,0.607591,-0.601747,-0.888765,-0.670214,0.453918,-0.002514,-2.218559,0.508936,-1.077989,-0.313325,0.869935,0.106378,1.621264,-0.505883,0.093834,-0.078278,1.197772,0.12772,-0.218032,-0.004484,-1.065089
TRAIN_0262,HCC1806,I-BET-762,2.915293,0.488077,-0.664604,0.467754,-0.495835,-0.247149,-0.968927,1.639609,0.892456,-0.074832,1.116645,-0.77865,0.567972,0.624922,-1.374175,-0.564444,-0.922238,-1.07709,-0.09802,-0.860525,-1.45533,1.573609,-0.277629,0.220579,-1.220395,-1.26764,0.207839,-1.711652,0.212295,-1.078423,0.802167,0.060715,1.268731,-0.704534,-2.06734,1.547844,-0.922476,0.50493,-2.429602,-0.913011,0.327607,-0.079501,0.877522,-0.032266,-0.488624,-1.615853,-1.702302,-0.147874,1.151112,0.234571,-1.062192,-0.37917,-0.670013,-1.078272,0.450905,1.028708,1.113745,-0.983379,-0.737085,1.162692,2.147277,-0.390787,-0.557562,-0.329949,-1.877786
TRAIN_0263,REH,Venetoclax,-2.743805,0.302333,0.269761,0.145131,1.390342,0.01624,-0.471086,0.880011,0.310794,-0.018811,-0.285483,-0.274678,-0.063646,0.152265,-0.399982,-0.58076,-0.319214,-0.459908,0.324142,-0.3078,-1.705207,0.671544,-0.868892,0.677027,-0.829785,-0.402098,0.510632,-0.434607,-0.353531,-0.372443,-0.331239,-1.209856,0.694089,0.539926,-0.317065,0.237162,-0.3984,0.574361,-1.305218,-1.522368,0.019091,0.41263,-0.509114,0.111238,-0.048298,-0.701624,-0.310475,0.077001,0.571087,0.31567,-1.300853,-0.089682,0.42843,-1.444992,0.820706,0.334153,0.207075,-0.393762,-0.938077,-0.200956,0.185192,-0.410206,-0.518114,0.109048,0.150823
TRAIN_0264,PANC0813,UMI-77,4.229503,0.590519,0.423043,0.642825,2.365102,-0.190526,-0.071411,2.196418,0.162115,-1.152069,0.733129,-1.426036,-0.169697,0.739862,-2.240916,-2.728345,-0.016581,-0.254263,0.468466,-0.885885,-1.674033,2.107128,-0.343522,0.067583,-1.337683,0.488663,-0.560634,-1.498409,-0.118075,0.041164,-0.660453,-1.477791,2.646931,-0.703148,-1.775516,1.784482,-1.383722,0.098608,-2.352912,-0.743447,-0.210307,0.431359,0.306862,-0.638044,-0.365328,-0.654332,-0.445791,-0.35702,1.07655,0.120445,-0.618193,-0.108974,-0.247562,-0.563056,1.065136,1.496757,0.837743,-0.62402,-0.119203,-0.832385,0.099837,-0.741815,-0.451002,-1.613875,-0.721833
TRAIN_0265,ME1,Lestaurtinib,0.996352,0.44871,0.137516,0.075242,0.628309,-0.150983,-0.363996,1.693024,0.630577,-0.307656,-0.33764,0.539316,-0.489043,0.560203,-2.089737,-1.353108,-1.14271,-0.658908,0.09658,-0.778773,-0.884986,0.664312,-0.539514,0.287664,-0.195735,-0.544685,0.392485,-1.059144,1.299382,-1.398407,-0.207551,-1.338501,0.365106,0.641604,0.00259,-0.89192,-0.874125,0.371957,-0.323725,0.192203,0.060997,-0.068864,-0.044803,-0.434974,-0.013824,-0.321391,-0.200317,-0.170904,-0.092509,0.46786,-0.099648,0.518239,0.761337,0.414129,0.279291,0.183739,0.451036,0.028138,0.48619,0.313583,-0.160691,0.43848,0.04208,-0.074874,-0.261679
TRAIN_0266,NCIH226,LJI308,7.955898,0.907178,0.186648,0.88733,2.010256,-0.669886,-0.367657,1.956188,0.957867,-0.997045,1.916307,-2.11636,-0.822902,1.243713,-2.950718,-2.338436,-0.835168,-1.927936,-0.62631,-1.326567,-2.610871,1.906869,-0.604882,0.978725,-1.040237,-0.748293,-0.057783,-2.40036,0.825646,-0.053996,-0.582817,-2.136627,3.250644,0.086647,-2.078158,1.482891,-1.770383,0.629542,-2.388969,-2.173994,-0.13918,1.542023,0.662961,-0.126305,0.628789,-2.477609,-1.549615,-0.49466,1.277468,0.772695,-3.109852,0.294973,0.357141,-1.236909,0.535015,2.160369,0.89717,-1.628521,-0.184095,0.975268,2.100552,-1.105632,0.014378,-1.923172,-2.13024
TRAIN_0267,CAPAN1,AZD1208,6.065802,0.156033,0.002328,0.224883,2.583537,-0.826097,-0.077371,1.883588,0.968253,-0.558398,0.473351,-0.43784,-0.535541,0.721985,-0.792859,-1.989996,-1.242734,-1.048947,1.601612,-1.302667,-0.581555,2.292886,-0.500781,0.351485,-0.599261,-0.729633,0.008254,-1.432714,-0.134657,-0.920518,-0.901353,-0.579897,1.452615,0.171083,-3.034266,1.438174,-2.664675,-0.151145,-3.519593,-2.441881,-0.374803,1.275011,-0.433133,-0.005407,0.640094,-3.013744,-1.285938,-1.993588,1.52908,0.867297,-2.440785,0.553584,-0.167184,0.197539,1.827979,1.376783,0.754058,-1.536418,-0.964766,0.751982,0.959342,-0.797719,0.124034,-1.808084,-2.37368
TRAIN_0268,A172,Cediranib,0.549915,0.534815,0.022871,0.506864,1.068577,-0.890003,-0.392628,1.058259,0.196406,-0.446188,0.624477,0.582264,-0.27534,0.317173,-1.526953,-2.302451,-0.451069,-0.758502,1.476302,-0.803192,-0.948883,1.123836,-0.760134,0.623991,-0.733379,-0.028355,-0.368327,-0.194796,-0.408397,-0.174244,0.868107,-0.963773,1.159083,0.535635,-0.22993,0.116155,-0.069144,-0.57985,-1.706431,-0.705326,-0.286743,0.65723,0.242444,-0.175805,0.202005,-1.165952,-0.396303,0.245553,1.147345,0.637447,-1.828758,0.492939,-0.713184,-1.122247,0.399273,0.281271,1.057791,-0.189724,-1.171277,-0.178501,-0.035923,-0.572183,0.095516,-0.908154,-1.145821
TRAIN_0269,HDQP1,Osimertinib,-1.239623,0.73129,0.85966,0.080568,1.033131,-0.07217,0.135365,1.159385,0.179337,0.06398,0.795938,-0.83,0.304003,0.779259,-1.468138,-1.344339,-0.174171,-1.243584,0.267179,-1.804824,-0.695057,0.395344,0.570539,-0.110873,-1.249104,-0.7507,-0.055011,-0.214334,-0.94243,0.156508,-0.065054,-1.086342,0.94868,-0.453254,-0.081563,1.169145,-0.166139,0.603459,-1.299116,-0.153011,0.175295,0.639959,0.271869,-0.120909,-0.586648,-0.810258,0.118888,-0.460382,0.996633,0.5473,-1.066676,0.863002,-0.378109,0.40261,0.535283,0.528436,0.04059,-0.480726,-0.262745,-0.456811,0.398712,-0.651188,0.196408,0.077578,-1.235775
TRAIN_0270,OCIAML5,Topotecan,-1.385501,0.848582,0.034453,0.21361,1.01667,-0.39496,0.723551,0.820215,0.401392,-1.379869,0.216578,0.149793,-0.80365,-0.235196,-0.711973,-1.737543,0.203177,-0.852787,-0.012246,-1.087941,-0.629099,2.07896,0.25996,-0.393025,-0.257521,-0.473691,0.751498,-0.263412,-1.253936,-0.849979,0.30322,-0.272729,0.561113,0.0613,-0.686108,0.011542,-1.072884,0.325548,0.454128,-0.29841,-0.051789,-0.022524,0.104188,-0.028353,0.359929,0.498034,-0.464723,-0.191579,0.535525,-0.683298,-1.126647,0.139129,0.217313,-0.415397,-0.240307,-0.297474,-0.358832,0.279495,-0.615029,-0.106215,-0.37449,-0.766045,0.420211,-0.348572,-0.001642
TRAIN_0271,G361,EPZ004777,5.109057,0.018528,-0.017198,0.221373,1.027484,0.657876,0.491393,0.556434,1.001044,0.047107,-0.159717,0.055424,0.413235,-0.376458,-1.920142,-0.808686,-0.293735,-0.497876,0.410321,-0.498213,-1.741973,1.643142,0.412344,-0.063116,-1.109981,-1.181361,0.341852,-0.593116,0.255868,0.1034,-0.389838,-0.177289,0.904964,-0.797923,-1.158517,0.539009,-1.716331,0.151955,-3.575381,-1.910836,0.40965,2.214791,-0.043305,0.538452,-0.296614,-2.652246,-0.730754,-0.440476,1.677929,0.672734,-3.06701,0.096018,-0.224977,-1.174946,0.920479,1.758898,1.595041,-2.032493,0.157567,0.580777,1.43058,-0.537028,-0.173271,-1.353755,-1.609421
TRAIN_0272,CORL95,glutathione,9.849241,1.129158,-0.14523,0.127105,1.22142,0.193724,0.046797,1.408708,0.55922,-0.650181,0.06382,0.359247,-0.611838,0.842722,-1.090787,-1.170015,-0.759925,-0.778232,0.291993,-1.330529,-1.20448,0.828761,0.37536,-0.166963,-1.278122,-0.385145,-0.022115,-0.820448,0.126104,-0.145578,-0.955256,-0.51907,2.761879,-0.952984,-3.362468,2.196447,-3.459791,0.300237,-5.435536,-4.286325,0.720562,0.872282,0.458898,-0.618562,-0.320805,-3.192769,-2.147283,-0.572792,2.752237,0.46293,-3.980761,1.152603,-1.057926,-1.520002,1.821074,2.803769,1.90063,-2.445664,-0.539645,0.850594,3.136874,-1.127356,-0.950194,-3.705366,-3.371789
TRAIN_0273,SKMEL3,GSK591,3.300169,-0.033561,-0.302433,0.793329,2.239137,0.116353,0.049984,1.522204,0.074162,-0.315829,0.416909,-0.208015,-0.312393,0.382414,-1.678402,-1.343457,-1.061406,-0.966007,0.945508,-0.563239,-1.134431,2.114486,-0.8601,-0.500986,-0.277519,-0.410262,-0.033015,-1.515611,0.522844,-0.205783,-0.779389,-0.549001,1.306363,-0.136081,-1.662679,-0.172512,-1.44335,0.551778,-1.825702,-2.174394,-0.171218,-0.350186,0.082911,0.295546,-0.709469,-0.91002,-1.093143,-0.543923,0.735366,0.60418,-3.352758,0.781236,-0.153932,-0.227669,0.309878,1.462185,1.530153,-0.903708,-0.847104,-0.751981,1.481056,-0.718513,-0.532184,-1.100908,-1.6258
TRAIN_0274,HCC1954,Venetoclax,1.971214,1.041225,-0.53711,0.805538,1.355124,-0.06097,0.443211,1.667769,0.77685,-1.214365,-0.032867,-0.443284,-0.337149,-0.365686,-0.371009,-0.66341,-0.162355,-0.798715,0.152885,-1.224315,-1.125223,1.336804,-0.806956,0.222742,-1.251849,-1.402562,-0.338775,-1.155404,1.253479,-0.216745,-0.908143,-0.252884,0.75292,0.539926,-0.317065,0.237162,-0.3984,0.574361,-1.305218,-1.522368,0.019091,0.41263,-0.509114,0.111238,-0.048298,-0.701624,-0.310475,0.077001,0.571087,0.31567,-1.300853,-0.089682,0.42843,-1.444992,0.820706,0.334153,0.207075,-0.393762,-0.938077,-0.200956,0.185192,-0.410206,-0.518114,0.109048,0.150823
TRAIN_0275,SKM1,Dacarbazine,5.333308,-0.530944,-0.478484,0.332219,0.710785,-0.01,-0.235135,1.034909,0.307979,0.182658,-0.691614,-2.127989,-0.025727,-0.625298,-0.794836,-0.771865,0.591327,-0.16453,0.19603,0.091688,-0.324054,0.298664,0.454479,-0.530571,-0.351159,-0.969714,0.141894,-0.31776,0.973445,-0.998663,-0.405427,0.194781,0.834313,-0.475878,-1.131013,0.538355,-1.667342,-0.280267,-2.362943,-3.012864,0.908218,1.204929,0.105786,-0.102393,-0.191992,-2.946372,-1.622225,-0.452266,0.929626,0.287547,-1.453792,0.062702,-0.075708,-1.434899,1.286381,2.066408,2.135488,-1.515833,0.472821,0.264152,1.762792,-0.685698,-0.874179,-2.009252,-1.937167
TRAIN_0276,A673,PD0325901,2.116752,0.925598,-0.435155,0.602848,1.283088,-0.601183,-0.16747,-0.691819,-0.060827,-0.402406,-0.304785,0.543646,-0.98899,-0.077712,-1.059927,-0.293875,-1.048641,-0.014115,0.189941,-1.024809,-0.599596,0.961552,-0.432899,0.074618,-1.030623,-0.26342,0.396305,0.116051,-0.397941,0.713251,-1.147604,-0.429787,1.383577,-0.224669,-0.280945,0.774946,-1.051888,-0.065424,-0.765045,-0.735482,0.520815,-0.094234,-0.215982,-0.39661,0.437585,-0.778714,-0.02923,0.821953,0.343315,0.679785,0.200716,0.630315,-0.147089,0.07726,-0.423393,-0.018706,0.033064,0.818061,-0.517656,-0.294433,-0.170617,0.107331,0.004445,0.144931,-0.095186
TRAIN_0277,QGP1,Cediranib,4.387369,0.80085,0.478635,0.875922,1.309145,-0.24414,-0.949455,2.325786,0.914098,-1.41824,0.46698,-0.295619,-0.696424,0.137353,-2.789104,-1.679316,-0.963997,-2.230607,0.171917,-0.542562,-1.800364,2.536587,-0.042401,0.246212,-1.685257,-0.653534,-0.005506,-1.460719,0.692897,-1.151314,-0.869832,-1.246211,3.130323,0.535635,-0.22993,0.116155,-0.069144,-0.57985,-1.706431,-0.705326,-0.286743,0.65723,0.242444,-0.175805,0.202005,-1.165952,-0.396303,0.245553,1.147345,0.637447,-1.828758,0.492939,-0.713184,-1.122247,0.399273,0.281271,1.057791,-0.189724,-1.171277,-0.178501,-0.035923,-0.572183,0.095516,-0.908154,-1.145821
TRAIN_0278,RT112,Sapitinib,4.524815,0.919598,-0.149034,0.431362,0.398537,-0.321781,-0.678006,0.977917,0.038843,-0.584121,0.212603,-0.30665,-1.164173,-0.53739,-1.284818,-1.720189,0.106493,-0.663301,0.544128,0.009703,-1.23683,0.835599,0.262883,0.306491,-1.185173,0.278674,-0.021144,-0.865396,0.298436,-0.92745,-0.184676,0.237409,1.641526,-0.321152,-0.89322,2.150448,-1.544818,0.463063,-2.484274,-1.98229,-0.116526,-0.209851,0.869648,-1.245265,-0.470904,-2.253622,-1.252609,0.169662,1.290669,-0.095844,-2.279635,-0.017879,-0.455308,-0.67565,1.636428,0.202576,1.031053,-1.102597,0.125155,0.550354,1.393475,-0.366924,-0.675015,-0.639908,-0.947468
TRAIN_0279,BFTC909,Navitoclax,1.050309,0.481707,0.284138,-0.264788,1.687669,-0.002296,-0.379176,1.473343,1.697579,-0.25301,0.521597,-0.569186,-0.766122,0.592433,-1.829737,-1.227915,-0.650768,-0.502524,0.397053,-0.146461,-1.289681,0.938816,-0.654789,-0.172675,-0.855139,-0.020328,-0.379819,-0.40843,0.95306,-0.233318,0.724699,-0.827713,0.734676,-0.029509,-0.646634,0.08071,-0.382076,-0.66279,-0.656617,-0.414112,0.397478,0.462774,0.857842,0.374347,-0.464051,-1.08276,-0.823571,0.030084,0.063461,0.724872,-0.278355,-0.266745,-0.298054,-0.352543,0.768064,1.354277,-0.346299,-0.60646,-0.297843,-0.523745,0.277489,-0.041554,-0.238311,-1.362076,0.799367
TRAIN_0280,CAS1,Entospletinib,4.99151,0.65156,-0.926777,0.862617,2.056166,-1.248912,-0.064999,2.313712,0.221253,0.33094,0.793526,-0.851333,-0.5292,0.539614,-2.021468,-1.587338,-1.065588,-1.005539,-0.368599,-1.033018,-1.972169,1.209871,0.375019,0.618343,-1.229042,-1.132134,-0.038806,-0.63239,0.475263,0.513132,-0.117323,-0.551657,1.839249,-0.460445,-1.155298,1.828462,-0.691748,0.688008,-1.794165,-1.13593,0.799578,0.597705,-0.485857,-0.094858,-0.745593,-2.181326,-1.165328,0.727405,1.250517,0.565312,-2.583247,-0.559369,-0.840264,-0.03808,0.851334,1.452532,1.410976,-1.23439,0.34811,0.054134,1.794322,-0.314834,-1.102193,-1.611507,-2.230498
TRAIN_0281,NCIH1105,Savolitinib,3.693,0.803774,-0.34998,0.667137,1.38274,-0.678999,-0.272872,1.385312,0.625573,-0.417305,0.538458,-0.643744,0.206628,-0.361481,-2.125871,-0.201602,-1.037819,-1.611418,0.657195,-1.876395,-1.420771,2.425268,-0.980792,-0.928674,-2.064207,-0.053123,0.664737,-1.318317,0.688263,0.140918,0.624527,-0.678363,0.558363,0.446683,-0.236442,0.884214,-0.261916,0.360314,-1.718579,-1.093851,0.149717,0.346646,0.956652,0.053191,-0.199862,-1.01985,0.898876,-0.944084,0.445465,-0.408147,-1.5639,0.388859,-0.548845,-0.825672,0.573439,0.595481,0.919745,-0.131949,0.084627,0.712501,1.343962,-0.252027,-0.231762,-1.294518,-1.177773
TRAIN_0282,KMH2,SCH772984,2.593272,0.723242,-0.023722,0.299547,1.664207,0.16958,0.659078,1.2925690919220059,0.471341,-1.107265,0.23075,-0.41936,0.016782,0.176836,-0.906459,-0.746514,0.719463,-0.802506,-0.270434,-0.455086,-1.300337,1.674141,-0.285358,-0.239794,-1.142778,0.012607,-0.00825,-1.053657,1.071878,-0.810504,-0.167935,-0.056946,0.363655,0.112859,-0.871256,0.502775,-1.023537,-0.284351,-1.629988,-1.091055,0.141547,0.718013,0.030703,-0.59647,-0.911607,0.254949,-1.073085,-0.584503,1.00478,0.423009,-0.984193,0.00743,-0.152572,-0.447204,0.27575,0.850544,1.185124,-0.60355,-0.226063,0.767937,1.169371,0.453693,-1.009182,-0.328463,-0.543677
TRAIN_0283,HCC1428,Savolitinib,3.188743,0.919853,-0.004588,1.082043,1.117566,-0.45944,0.102603,2.133735,0.346196,-0.667795,1.593526,-0.00987,-0.667477,0.806395,-2.79798,-3.209242,-1.230666,-0.602711,0.29246,-1.362616,-2.080001,2.955053,0.504429,1.201675,-2.026611,-0.596152,-0.606732,-0.834503,-0.070453,-0.712457,-0.947286,-1.116737,2.112729,0.446683,-0.236442,0.884214,-0.261916,0.360314,-1.718579,-1.093851,0.149717,0.346646,0.956652,0.053191,-0.199862,-1.01985,0.898876,-0.944084,0.445465,-0.408147,-1.5639,0.388859,-0.548845,-0.825672,0.573439,0.595481,0.919745,-0.131949,0.084627,0.712501,1.343962,-0.252027,-0.231762,-1.294518,-1.177773
TRAIN_0284,SU8686,Motesanib,6.701445,-0.089051,-0.138621,1.477262,2.074998,0.462062,0.358422,2.470165,1.048771,-0.607486,1.096958,-0.806589,-1.555061,0.564892,-3.08711,-2.754398,-0.740946,-1.382407,-0.291881,-1.11397,-1.378253,1.367457,0.338684,-0.691088,-0.819061,-0.92309,0.218997,-2.46295,0.464077,-0.677361,-0.427514,-1.07455,1.967897,-0.33743,-1.714718,0.221293,-1.94992,-0.867438,-2.722298,-1.9528,0.188785,1.512195,-0.20341,-0.156568,-0.104476,-4.011462,-1.423408,-0.779089,1.663805,1.301275,-3.500487,0.229585,-1.599768,-0.373112,0.896363,1.499208,1.525964,-1.080643,-0.341696,1.876073,1.852952,-1.031283,-0.590124,-2.040356,-2.744688
TRAIN_0285,CHAGOK1,EPZ004777,4.022883,0.935861,-0.870795,-0.675732,1.88094,-0.900796,-0.329725,0.880876,-0.188605,-0.165067,0.883219,-0.718431,-1.727843,-0.048516,-1.580135,-2.340642,-0.430273,-0.947833,0.581351,-0.783099,-1.797531,1.9588,-0.288846,0.049032,-1.789182,-0.726974,-0.339435,-1.154903,1.204603,-1.243504,-1.077551,0.17704,1.614748,-0.797923,-1.158517,0.539009,-1.716331,0.151955,-3.575381,-1.910836,0.40965,2.214791,-0.043305,0.538452,-0.296614,-2.652246,-0.730754,-0.440476,1.677929,0.672734,-3.06701,0.096018,-0.224977,-1.174946,0.920479,1.758898,1.595041,-2.032493,0.157567,0.580777,1.43058,-0.537028,-0.173271,-1.353755,-1.609421
TRAIN_0286,LOXIMVI,Dabrafenib,1.33831,0.111913,0.76042,0.223345,-0.252332,-1.129862,-0.113394,1.186467,0.61517,-0.1777,0.883322,-0.527908,0.188055,-0.681241,-1.518123,-1.864257,-0.450603,-0.587252,0.232079,-0.474805,-1.250394,0.721209,-0.874475,0.719226,-0.945362,-0.547651,0.856251,-1.262198,-0.353539,-0.882651,-0.196402,-0.11932,1.40151,0.139885,-1.896774,0.605157,-1.594931,0.445624,-3.775656,-1.195169,0.007943,0.291402,0.692678,-0.161724,0.217762,-1.697635,-0.933893,-0.673492,1.611706,0.238667,-2.711719,0.725065,-0.571427,-0.860711,1.337607,1.279548,1.214737,-1.387704,-0.185463,0.604331,1.714989,-0.910719,-0.469579,-1.038075,-1.424538
TRAIN_0287,JVM3,Uprosertib,1.49548,0.885396,0.266385,0.424901,0.186,-0.803703,-0.165904,1.019257,-0.561447,-0.651201,0.20604,-0.614388,-0.518932,-0.148068,-1.186753,-0.941392,0.203611,-0.920457,-0.716166,-0.554179,-0.006013,0.28758,-0.291758,0.039966,-1.248122,0.103966,0.220934,-0.507818,0.601918,-0.721952,0.487124,-0.081238,0.3196,-0.484458,-0.113664,1.309084,-0.393676,0.243803,-1.573191,-1.750486,0.668881,0.831331,0.432499,0.743707,-0.564513,-1.347279,-0.461904,-0.867817,0.824391,0.544933,-1.694045,0.935986,-1.089935,-0.026572,0.86188,0.611087,0.346683,-1.769065,-0.666162,0.811316,0.819292,0.165291,-0.471194,-0.607383,-1.397745
TRAIN_0288,KYSE180,Schweinfurthin A,0.595156,0.197702,-0.614301,0.403936,1.249395,-0.496171,-0.286171,0.665528,1.111314,-0.484722,1.116412,0.431234,-0.375325,-0.330283,-2.418362,-1.976022,-1.091133,-0.038866,0.283817,-0.457955,-2.125483,0.454638,0.281235,0.191932,-1.097821,-0.108923,0.897639,-0.937944,0.304766,-0.335487,0.986363,-1.482231,1.673172,-0.267055,-0.042644,0.491052,-0.123102,-0.499507,-0.040935,-0.726426,-0.473982,0.065581,1.308064,-0.238521,-0.278832,-0.667047,-0.352309,-0.568633,0.479859,0.6705,-0.523728,-0.430424,-0.320889,-0.537186,0.262695,1.06339,0.285212,-0.368177,0.769407,0.566034,0.663789,0.794012,0.173206,-1.420522,-0.045633
TRAIN_0289,GA10,MN-64,4.905454,0.04907,-0.192365,0.641046,0.748163,0.196423,0.395215,0.43381,-0.014803,-0.720786,-0.206751,1.298635,0.44555,-0.583689,-1.387504,-0.41384,0.06019,-0.110025,-0.008191,-0.40741,-0.372166,0.599302,-1.195354,-0.089266,-0.966533,-0.11904,1.534735,-0.253172,-0.014151,0.2329,0.130618,-0.018359,1.006544,0.339362,-2.441094,1.091857,-0.840315,-0.271749,-2.729759,-0.775707,0.594335,1.106768,0.495544,-0.363899,0.224212,-2.289524,-1.997075,-0.846754,1.010852,0.3451,-2.621561,1.056797,-0.196659,-0.825182,0.863118,0.927866,0.225757,-1.129636,-0.039744,0.414067,1.111485,-0.445051,-0.304091,-0.720908,-1.074448
TRAIN_0290,SW626,AZD6738,2.619811,0.403529,-0.467023,0.277902,2.016219,-0.359076,-0.449952,1.324597,0.456573,-0.354697,-0.062863,-0.010651,-0.777543,0.190466,-2.766186,-1.897361,-0.780645,-1.135496,1.080391,-0.906697,-1.945762,1.251259,0.050027,0.723384,-1.421117,-0.252498,0.426483,-0.552403,-0.562884,-0.324923,0.172059,-1.329065,1.587981,0.399296,-0.097103,-0.103205,-0.434453,-0.83835,-1.314308,-0.304488,-0.148214,-0.27502,0.184134,-0.377286,0.119699,-1.400575,-0.852694,-1.308942,0.769866,0.142173,-1.736439,0.306868,0.264046,-0.546351,0.530379,0.804624,0.001197,0.484577,-0.435759,0.542679,1.016648,-0.380247,0.183112,-0.593868,-1.483824
TRAIN_0291,KE37,Pictilisib,0.829048,-0.154432,-0.506803,0.093756,-0.026755,-0.27477,0.105976,0.619671,-0.23242,-0.376293,0.690224,0.117469,0.906149,0.658322,0.032405,-1.180538,0.223307,-0.312276,-0.186841,-0.172148,0.074191,0.663879,-0.502929,0.390279,-0.720719,-0.04523,-0.120383,-0.434132,0.489107,-0.689539,0.89031,-1.080286,0.223699,0.328966,0.14286,1.224368,-0.477249,-0.180723,-0.442156,-1.079718,-0.264118,0.781909,0.003427,-0.648293,-0.859974,-0.540686,0.295847,0.388231,0.459439,1.135775,-0.726188,0.054571,-1.430884,-0.48238,0.659771,1.175996,-0.059212,-0.089596,0.405268,0.132202,-0.768818,-0.05948,0.309762,-0.896517,-0.584229
TRAIN_0292,KE37,IWP-2,1.886844,-0.154432,-0.506803,0.093756,-0.026755,-0.27477,0.105976,0.619671,-0.23242,-0.376293,0.690224,0.117469,0.906149,0.658322,0.032405,-1.180538,0.223307,-0.312276,-0.186841,-0.172148,0.074191,0.663879,-0.502929,0.390279,-0.720719,-0.04523,-0.120383,-0.434132,0.489107,-0.689539,0.89031,-1.080286,0.223699,-0.085543,-1.183603,0.250224,-0.466901,0.914298,-1.117102,-0.912395,0.316643,0.036216,0.02658,-0.442813,-1.175417,-0.761234,-0.975855,0.196143,1.36303,0.578107,-1.231507,-0.02495,0.593007,-0.568935,0.684548,0.574831,0.346799,-0.493425,-0.160978,-0.105706,0.131782,-1.052958,0.436111,-1.271713,-1.212938
TRAIN_0293,MKN7,GW441756,4.647996,0.781493,-0.587142,0.602202,1.143918,0.156051,-0.673596,1.996627,0.664116,-0.568756,0.665029,-0.885833,-0.402256,1.028799,-2.473678,-1.293494,0.136404,-1.511616,-0.385136,-0.838365,-1.812491,2.531212,-0.228593,-0.327524,-2.125926,-0.048184,-0.164735,-1.23216,0.887246,-0.89656,-0.340782,-0.663879,2.359828,-0.673499,-2.055086,0.282676,-0.060868,0.576502,-1.924002,-1.458759,0.079055,1.344161,-0.068802,0.169351,-0.484327,-0.552684,-0.370239,0.148356,0.796549,0.882968,-1.972083,0.388799,0.420919,-1.218565,0.731603,1.280852,1.219148,-1.089721,0.724667,-0.30629,1.734178,0.114021,0.75923,-1.933553,-1.666416
TRAIN_0294,TYKNU,Schweinfurthin A,0.633224,0.065125,-0.358222,0.779081,1.592285,0.035303,0.331709,0.761177,0.228915,-0.32331,0.144115,1.25644,-0.176742,0.186625,-2.043137,-1.84971,-0.509635,-0.889145,0.064894,-0.98391,-0.645767,2.059941,-0.084669,-0.607615,-1.06027,0.269143,0.788399,-0.706852,1.061799,-0.533802,0.041854,-0.901878,1.87461,-0.267055,-0.042644,0.491052,-0.123102,-0.499507,-0.040935,-0.726426,-0.473982,0.065581,1.308064,-0.238521,-0.278832,-0.667047,-0.352309,-0.568633,0.479859,0.6705,-0.523728,-0.430424,-0.320889,-0.537186,0.262695,1.06339,0.285212,-0.368177,0.769407,0.566034,0.663789,0.794012,0.173206,-1.420522,-0.045633
TRAIN_0295,RERFLCKJ,YK-4-279,2.238128,0.338772,-0.17732,-0.179712,1.895965,-0.254011,-0.184169,1.569151,0.271159,-0.178753,0.286743,-0.849974,-0.116962,0.955565,-1.295979,-1.033636,-0.747695,-1.676712,1.017452,0.2402,-0.452754,1.102503,-0.773016,-0.474309,-2.07681,-0.52555,0.898985,-1.06849,0.476809,0.167177,-0.454882,0.496218,2.601566,1.284911,-0.694366,0.88434,-0.185009,0.790217,-1.165152,-1.033341,0.399766,0.127205,0.200288,-0.638484,-1.108704,-1.046532,0.109341,0.128996,0.725327,1.122576,-1.562517,-0.723996,-1.370188,-1.08128,0.851702,0.429946,0.905542,0.214813,-0.774189,0.479375,0.976631,-0.777711,0.542526,-0.945809,-1.058978
