cell_line_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
KURAMOCHI,-0.253138,-0.724565,1.106237,2.114376,-0.474592,-0.787517,1.365639,0.726651,-0.236438,1.109796,-0.799756,-1.130987,0.421869,-2.688665,-2.311863,-0.006512,-0.791761,0.452957,-1.716553,-1.575012,2.275523,-0.456502,0.755919,-1.049148,0.184024,0.284625,-1.076043,1.154193,-0.491093,-0.597747,-0.940332,2.323579
KYM1,-0.387766,-0.143311,0.884059,-0.306033,0.645847,0.439802,0.588839,0.669561,-0.241819,0.896278,0.251089,-0.941487,0.419073,-1.094728,-0.852844,-0.655596,0.34898,0.682948,-0.840638,-1.399495,0.567009,0.100201,0.155112,-0.112075,0.112732,0.542291,-0.433289,-0.499874,-0.409242,0.37882,-0.337708,1.211833
KYSE180,0.197702,-0.614301,0.403936,1.249395,-0.496171,-0.286171,0.665528,1.111314,-0.484722,1.116412,0.431234,-0.375325,-0.330283,-2.418362,-1.976022,-1.091133,-0.038866,0.283817,-0.457955,-2.125483,0.454638,0.281235,0.191932,-1.097821,-0.108923,0.897639,-0.937944,0.304766,-0.335487,0.986363,-1.482231,1.673172
KYSE270,0.333123,0.17468,0.180536,1.172947,0.17161,1.372373,1.645619,0.179336,-0.580988,0.199862,-1.262168,-0.531209,0.556649,-2.141366,-0.831915,-0.198192,-1.16342,0.176301,0.085259,-0.743601,1.156707,-0.29635,0.091396,-1.376041,-1.480377,1.108298,-0.827266,0.494453,-0.501185,-0.596892,-0.566033,0.656592
KYSE410,1.721174,-0.779436,0.243736,1.566338,0.369383,-0.267381,1.234301,1.527347,-0.185179,0.905624,-0.185708,0.650894,1.376362,-2.587578,-1.211334,-0.467962,-0.938472,-0.477533,-1.150278,-2.063001,2.133191,0.270711,-0.958035,-1.682204,-0.077614,0.036769,-0.985549,0.616265,-0.533701,-0.477805,-1.314074,1.611901
KYSE450,0.781725,-0.109143,0.487592,1.097475,-0.353907,0.322157,1.190101,-0.010733,-0.031803,0.364026,-0.382724,0.40338,0.197746,-1.500344,-2.072454,-0.59326,-0.566015,-0.507514,-0.680248,-1.163828,1.28073,0.324469,0.225276,-0.485886,-0.964826,0.163328,-0.947329,-0.211622,-0.03825,0.911554,-0.525818,1.845
L540,0.305939,-0.43019,-0.566556,0.455612,-0.820279,0.72776,0.780768,0.234432,0.195357,-0.272858,-0.629437,-0.213196,0.64283,-0.76482,-0.791508,-0.259431,-0.337542,0.267644,-0.997009,-0.72668,0.241193,-0.079312,-0.204477,0.513365,-0.308932,-0.643237,-0.678093,0.459118,0.517834,-0.449571,-1.110629,1.391698
LAMA84,-0.504814,-0.269709,0.113053,0.533921,0.257143,-0.42925,0.452854,0.279444,-0.100515,0.251519,0.044951,0.248004,0.286672,-0.487675,-1.43524,-0.184859,-0.138463,0.481819,-0.685255,-0.85691,0.26026,0.183896,0.542157,-0.735767,0.250695,0.103161,-0.491953,0.034603,0.149012,0.053863,0.91322,0.265575
LCLC103H,0.725557,-0.394456,0.173655,1.424972,-0.151237,1.239189,1.391099,0.155673,-0.304418,-0.527756,-0.481213,-0.429393,0.624547,-1.310111,-1.8718,-0.603399,-1.334295,-0.268895,-0.697854,-1.963206,1.169201,-0.709633,0.338263,-0.437386,-1.16207,-0.822332,-1.143438,0.360699,-0.454781,-0.497114,-0.665433,1.923386
LCLC97TM1,0.930323,-1.091681,0.350289,1.36438,-0.652315,0.672272,0.986158,0.612979,-0.109606,0.152317,-1.305903,-0.598853,0.714494,-1.74813,-1.84738,-0.001412,-1.001622,0.004375,-0.674974,-0.780681,2.400957,0.227208,0.635674,-1.429314,-0.962399,0.122748,-0.896723,-0.229065,-0.583559,-0.041176,-0.316597,1.781461
LK2,0.583841,-0.375525,0.314646,0.744623,0.685743,-0.199905,1.281255,0.212878,1.05351,-0.057846,-0.623398,-0.203096,0.513642,-1.209536,-0.618464,-0.243149,-1.421856,0.148856,-0.64743,-0.212268,0.594557,0.402037,0.149552,-0.838449,-0.531424,-0.323325,-0.640335,0.658775,-0.044045,-0.264077,-0.830927,0.855273
LN18,0.833547,0.09396,0.0698,1.030359,-0.433189,-0.941288,0.938748,0.087959,-0.606856,0.093634,-1.20895,0.613874,0.832744,-2.022168,-1.335712,-0.271084,-0.268736,-0.141146,-0.22879,-1.479113,0.58275,0.169407,0.703003,0.078175,-1.0644,0.444113,-1.187077,0.712274,-1.247787,-0.880296,-0.901391,1.620085
LN229,0.230416,0.176164,1.231865,1.989137,0.54967,-0.051792,1.143218,1.532929,-0.82332,1.057018,0.272843,-0.288245,-0.479694,-2.581321,-1.251911,-0.708252,-1.083648,0.727976,-0.659021,-1.427131,1.521367,-0.406766,0.503852,-1.303549,-0.732481,0.664092,-1.341202,-0.009106,-1.045715,-0.812918,-0.803619,2.671413
LOUCY,-0.175691,0.031091,-0.032536,0.565435,-0.861962,-0.217203,0.624397,0.620642,-0.102775,-0.351401,0.33045,-0.107554,0.209704,-0.878414,-1.046674,-0.147904,-0.22478,-0.729927,-0.684088,-0.772493,0.797468,0.49354,-0.355029,-0.899684,-0.504895,-0.350104,-0.699269,0.556988,-0.801238,0.080686,-1.125759,0.565293
LOXIMVI,0.111913,0.76042,0.223345,-0.252332,-1.129862,-0.113394,1.186467,0.61517,-0.1777,0.883322,-0.527908,0.188055,-0.681241,-1.518123,-1.864257,-0.450603,-0.587252,0.232079,-0.474805,-1.250394,0.721209,-0.874475,0.719226,-0.945362,-0.547651,0.856251,-1.262198,-0.353539,-0.882651,-0.196402,-0.11932,1.40151
LP1,1.719383,-1.245352,0.869479,1.050285,-0.497507,-0.514172,0.923486,1.511853,0.01153,0.484984,0.271174,-1.162616,-0.454239,-2.75833,-1.854706,-0.409749,-0.832271,0.348853,-1.497784,-0.830664,1.398599,0.169536,-0.887462,-1.087354,-1.068859,-0.101881,-0.737065,0.373345,-0.94983,-0.251368,-1.290759,2.191255
LS1034,0.409044,0.416843,0.403945,1.307147,-0.623304,0.196893,1.272096,1.112864,-0.674851,-0.429068,-0.762543,-1.069321,0.266207,-2.566152,-1.313921,-0.624773,-1.132157,0.651665,-0.453439,-1.464921,1.124225,-1.119566,-0.273461,-1.776297,-0.507262,-0.058308,-0.841719,0.08053,-0.647263,0.291508,-0.44893,1.878089
LS123,0.295358,-0.482609,0.352275,1.557969,0.09672,-0.392037,1.221036,1.805428,-0.403644,-0.052102,-0.77728,-0.503688,1.142784,-2.851043,-1.582828,0.024689,-1.530281,0.238513,-1.608282,-1.797271,1.741288,0.058769,0.626163,-2.084528,-1.637221,0.122546,-1.235056,0.575753,-0.884433,-0.287817,0.035344,2.414618
LU65,0.220758,-0.363514,0.446356,2.067672,-0.28372,-0.201954,1.054231,1.178999,0.594821,0.670355,-0.338743,-0.363635,-0.993678,-1.196839,-1.347823,-0.247059,-1.186531,0.065541,-0.950341,-0.647665,1.012854,0.856132,0.270823,-1.806526,-0.510816,-0.234851,-2.041322,1.107911,-0.141117,0.027335,-0.410863,0.828368
LXF289,0.127337,0.318136,-0.044264,-0.134008,-0.28757,-0.244883,1.241413,0.934597,-0.030099,0.532602,0.253365,-1.105603,0.432111,-1.108632,-1.901696,-1.169313,-1.125681,-0.09723,-0.298111,-1.356858,0.661059,-0.473608,0.609501,-1.052315,-0.494197,0.027432,-0.209359,-0.095377,0.211375,-0.111531,-0.527383,2.627016
MC116,-0.353194,-0.225451,-0.388513,1.01167,0.762275,0.752648,1.167165,0.17099,-0.34767,-0.644842,0.855017,0.070756,-0.160914,-0.008608,-1.092797,0.005632,-0.442387,0.429816,-0.351013,-1.221976,0.553054,0.445058,0.009132,-0.113329,-0.714149,0.025866,-0.7169,0.505571,-0.195416,0.242488,0.332318,0.996999
MCF7,0.627394,-0.635734,0.638629,1.238456,-0.403414,-0.418633,1.070557,-0.220319,-0.797989,0.632827,-1.132021,-0.452376,1.189232,-1.379104,-0.882729,-0.360068,-0.417087,-0.051455,-1.219446,-2.765156,2.041372,0.547058,-0.20986,-1.534859,-0.91487,0.300936,-0.574903,-0.500135,-0.38881,-0.426577,-0.537887,2.05985
MDAMB157,0.372046,-0.181549,0.500894,1.914464,-0.010364,-0.109437,0.846556,0.530919,0.008751,0.52802,-0.105134,0.446186,0.746376,-1.748962,-1.874265,-1.80446,-1.034696,0.131903,-0.656963,-1.402347,1.215264,-1.101582,-0.406611,-1.098747,0.347071,0.055334,-0.916259,0.828818,-0.969124,-0.090337,-0.934924,2.170706
MDAMB361,0.467399,0.040194,0.119453,1.554543,0.857708,-0.688591,1.075451,0.720985,0.022986,0.148077,-1.781956,0.312331,0.571059,-2.380243,-1.664015,0.340684,-0.074797,0.717128,-0.804103,-1.072217,1.090314,0.386078,-0.38467,-1.526424,0.07585,0.06529,-0.218413,-0.039489,-0.501039,-0.691229,-0.470811,0.721391
MDAMB436,0.329015,-0.877579,1.093904,2.114718,-1.135167,0.396926,3.069923,0.908042,-0.861975,2.037869,-1.193917,-0.527046,0.368852,-1.533903,-1.809379,-0.897771,-1.643632,0.191493,-1.550636,-1.604816,1.408151,-1.007394,0.705449,-1.891917,-1.261874,0.043791,-1.293189,-0.439962,-0.526858,-0.859972,0.161601,2.398107
MDAMB453,0.120596,-0.46181,0.365491,1.289257,-0.163854,-0.259676,1.048304,0.193322,-0.47457,-0.692764,0.187804,-0.151152,-0.230582,-0.285336,-1.069639,-0.880935,-0.225245,0.401818,-0.388688,-1.124284,1.17108,-0.27658,0.321549,-1.87191,-0.568245,0.93266,-1.126308,-0.059469,-0.611593,-0.795643,-1.492442,1.080044
MDST8,0.396073,-0.117594,0.355441,1.027675,0.356733,-0.2499,0.75623,0.366426,-0.020474,1.064443,-0.620218,-0.258207,0.329026,-1.760254,-1.129319,-1.104299,-1.553629,0.390974,-0.791803,-0.831866,0.9593,-0.637354,0.021984,-1.557778,0.335852,-0.604707,-0.85827,-0.272939,-0.111588,-0.358417,-0.656837,1.650266
ME1,0.44871,0.137516,0.075242,0.628309,-0.150983,-0.363996,1.693024,0.630577,-0.307656,-0.33764,0.539316,-0.489043,0.560203,-2.089737,-1.353108,-1.14271,-0.658908,0.09658,-0.778773,-0.884986,0.664312,-0.539514,0.287664,-0.195735,-0.544685,0.392485,-1.059144,1.299382,-1.398407,-0.207551,-1.338501,0.365106
MEG01,0.407855,-0.00238,0.195465,0.74143,1.426998,-0.251231,1.078899,0.075669,-0.097297,0.163923,-0.447013,0.66649,0.714818,-0.929738,-2.051953,-0.473836,0.823145,0.048604,0.077915,-0.015793,0.874075,-0.538693,-1.182428,-0.401174,-0.691369,0.145941,-1.225355,0.063374,-0.296479,-0.017873,-0.871307,1.564743
MELJUSO,0.212325,-0.979412,0.611509,1.583324,-0.160486,0.440302,1.505685,0.729346,-1.034354,0.968193,-0.384379,-0.688925,-0.703527,-1.245226,-2.387579,-0.873841,-0.862325,-0.275137,-1.680479,-2.51425,1.86763,-0.50476,1.533075,-1.962251,-1.020516,-0.168634,-1.062003,0.15123,-0.311473,-0.789244,-1.309533,1.005596
MESSA,-0.760918,-0.356702,0.307024,0.76012,0.456302,0.448625,0.948124,-0.35486,-0.61498,0.083343,-0.655917,-0.677842,-0.155814,-1.544775,-1.536219,-0.293028,-0.53526,-0.233344,-0.005878,-1.487655,0.226405,0.030905,-0.361003,-0.845769,-1.586376,0.774582,-0.476893,-0.484853,-1.163668,0.630086,-0.793724,0.891321
MEWO,-0.622662,-0.317453,0.551627,1.922629,-0.940127,-1.000714,1.848091,1.291889,-1.267952,1.098227,-0.457382,0.067375,0.213501,-3.226996,-1.848302,-0.047667,-1.487537,0.1289,-1.021043,-2.900871,2.341599,-0.682668,0.322252,-1.507251,0.069467,0.316999,-1.300085,-0.060735,-0.218219,-1.23643,-0.295296,1.353657
MFE280,1.13432,-0.060806,0.984699,1.599176,-1.115746,-0.669905,1.951856,0.868475,0.110185,0.75672,-0.957464,-0.874511,0.299005,-3.114461,-0.928008,-0.354392,-0.42269,-0.468802,-0.306699,-0.32915,0.839037,0.154714,0.069642,-2.229848,-0.310505,0.530284,-1.478122,0.967327,-1.447883,-1.045804,-0.547295,1.907721
MFE296,0.146331,0.264333,0.923442,1.976335,-0.299448,0.063427,1.381517,1.806556,-0.883218,1.603842,-0.453348,-1.160896,0.929852,-1.880775,-1.326804,0.040693,-0.85997,0.023127,-0.434616,-1.434399,1.8319,-1.306234,0.292094,-1.766712,0.27361,0.424231,-1.04938,0.624831,-1.109417,0.515293,0.384404,2.078209
MG63,1.217204,-0.402042,0.151712,1.314411,0.018536,-0.395913,1.610565,0.805199,-0.898013,0.720349,0.03805,-0.309944,0.781892,-2.234203,-1.231495,-1.062853,-1.41753,-0.048484,-1.242477,-1.473875,1.138123,0.22676,-0.103208,-2.003263,0.107533,-0.324306,-1.007231,0.542457,-0.410491,0.29927,-0.271702,1.14302
MHHCALL2,1.30401,0.037395,0.206325,1.140368,0.023501,0.098397,1.928785,0.194201,-0.361834,0.292838,0.335423,-0.954602,-0.878178,-1.120668,-1.562642,-0.455492,-0.186596,-0.309525,-1.105952,-0.575869,1.064871,-0.94509,0.439309,-0.207265,0.241706,0.657192,0.603433,-0.015632,-0.20487,-0.334318,-0.259129,1.567175
MHHNB11,-0.380176,-0.511897,1.069774,1.406366,-0.319372,0.289404,1.100021,1.201795,-0.239045,0.832129,1.048271,0.024954,0.167066,-0.764798,-1.197805,0.863061,-0.506045,0.048477,-0.952243,-0.282572,1.296171,-0.381553,0.327968,-1.592784,-0.2279,0.291659,0.176271,-0.1643,-0.99267,-0.619384,-1.022406,1.758449
MKN45,1.220544,0.035898,1.192501,1.435198,-0.257908,-0.376857,1.263496,-0.084473,-0.289626,0.467244,-0.043632,-0.371628,0.136016,-2.154398,-1.513509,-0.136014,-1.48155,0.326042,-0.699205,-1.62778,1.022742,-0.087521,-0.506046,-1.104965,-0.936725,0.631075,0.134915,-0.092869,-0.272482,-0.625415,-0.020068,1.031371
MKN7,0.781493,-0.587142,0.602202,1.143918,0.156051,-0.673596,1.996627,0.664116,-0.568756,0.665029,-0.885833,-0.402256,1.028799,-2.473678,-1.293494,0.136404,-1.511616,-0.385136,-0.838365,-1.812491,2.531212,-0.228593,-0.327524,-2.125926,-0.048184,-0.164735,-1.23216,0.887246,-0.89656,-0.340782,-0.663879,2.359828
MM1S,0.511677,-0.170267,0.313874,0.477346,-0.840773,0.026841,1.633797,-0.107664,-0.590957,-0.199095,0.160491,0.021431,0.026099,-1.292187,-0.704963,-1.027171,-0.369345,0.572608,-1.021018,-1.381276,1.427966,-0.404199,0.59738,-0.697435,-0.31804,0.26751,-0.943224,0.229854,-0.452305,-0.787271,-0.093285,0.674959
MOLM16,0.089992,-0.651985,1.015421,0.955027,0.402644,-0.232151,-0.328862,1.236802,-0.189812,-0.190343,0.051192,0.425567,0.070558,-0.00977,-0.043658,-0.72894,-0.680486,0.585373,-1.664343,-0.553835,-0.218212,-0.314869,-0.126502,-0.662451,-0.460806,-0.510943,0.755495,1.061182,-0.784792,0.692105,-0.403855,0.692957
MOLP8,0.20755,-0.396454,0.803813,0.796339,-0.351029,-0.76504,0.313653,-0.451141,-0.219958,-0.33707,-0.355933,0.460785,0.716164,-0.937455,-0.874155,0.669175,-0.227338,-0.012581,-1.150257,-0.483141,1.120427,-0.424546,0.178119,-0.867856,-0.354157,-1.190498,-0.665137,0.665597,-0.604931,-0.114198,-0.66772,1.072162
MOLT13,0.116079,-0.532068,0.958804,1.152341,-0.408209,0.143146,0.981956,0.667762,-1.059166,0.74835,-0.494152,-0.38926,1.428223,-0.713195,-0.972219,-1.356604,0.237438,-0.530675,-0.911828,-0.803542,1.370165,0.284648,-0.04842,-0.48934,-0.546063,0.119925,-0.483177,0.654069,0.212311,0.115245,-0.452934,1.207491
MV411,-0.022552,-0.54748,-0.171089,0.114113,0.444062,-0.10281,-0.530099,0.064575,0.03458,0.118514,0.438074,0.487491,-0.285691,-0.398332,-0.601473,0.322882,0.676629,-0.142716,-0.163552,0.666765,0.321922,0.207467,-0.592273,0.272151,-0.49025,-0.561777,-0.227684,-0.275173,-0.139135,-0.734252,0.451022,0.651225
NCIH1092,-0.392618,0.327488,0.352398,2.210119,-0.308134,-0.259504,1.754805,1.503805,-1.168982,0.938604,0.008562,-0.186638,1.445396,-2.502617,-1.539146,-0.710806,-0.568101,0.36376,-1.256139,-0.999069,1.468726,-0.970475,-0.179429,-1.357146,0.059204,0.185321,-0.687327,-0.239598,-0.924255,-0.485509,-0.761153,2.208831
NCIH1105,0.803774,-0.34998,0.667137,1.38274,-0.678999,-0.272872,1.385312,0.625573,-0.417305,0.538458,-0.643744,0.206628,-0.361481,-2.125871,-0.201602,-1.037819,-1.611418,0.657195,-1.876395,-1.420771,2.425268,-0.980792,-0.928674,-2.064207,-0.053123,0.664737,-1.318317,0.688263,0.140918,0.624527,-0.678363,0.558363
NCIH1155,-0.073849,-0.307095,0.309426,0.938126,0.400777,0.478555,0.984291,1.069282,-0.139301,0.39991,0.139245,-0.279468,1.192867,-2.015708,-1.426447,-0.444284,-0.466602,0.846925,-0.627507,-1.668139,1.41443,0.224486,-0.92517,-0.967359,-1.163963,-0.257161,-1.231356,0.659218,-0.348598,-0.840457,0.032296,0.538263
NCIH1341,0.536372,-0.510364,0.301337,1.390667,0.085685,0.493457,1.139404,0.726916,-0.569821,0.496582,-0.126682,-0.397308,-0.720998,-1.264525,-1.107171,-0.760421,-1.399329,0.972853,-0.433065,-1.170299,0.52712,-0.579685,0.701775,-0.99623,-0.682243,0.337764,-1.267617,1.031272,0.227397,-0.451341,-0.764137,0.075592
NCIH1355,-0.179586,-0.82595,0.799375,1.557653,-0.937222,-0.405118,2.036915,1.130993,-1.480263,0.548871,-1.215255,-0.075333,0.66545,-2.610701,-2.331892,-0.865925,-2.270727,0.523031,-1.162338,-1.11058,1.106734,-0.564651,-0.676967,-2.111873,-1.206053,0.623311,-1.649561,0.486564,-0.869003,-0.964298,-0.763978,2.392317
NCIH1435,-0.10819,0.266577,0.221492,1.278395,0.031671,-0.565372,1.594742,0.608506,-0.403822,-0.648929,-1.377302,-0.156785,0.760054,-2.364576,-1.843373,-0.413768,-0.664132,-0.70024,-1.349171,-1.575679,1.814195,1.023905,-0.046614,-2.125297,-0.342125,0.771192,-1.094612,-0.078401,-0.120402,0.040681,-1.113506,2.039169
NCIH1436,0.919993,0.473656,0.516206,1.112939,0.415006,-0.803697,1.558928,-0.034002,0.134435,0.331228,0.241177,-0.14937,-0.406355,-0.910712,-0.687617,-0.035842,-1.239974,0.113567,-0.697559,-1.549905,2.089476,-0.119362,-1.29439,-1.038929,-0.635876,0.056632,-1.160692,0.722226,0.050325,-0.105916,-0.68008,1.55061
NCIH146,0.38456,-0.505533,0.778132,1.379116,0.593557,0.451023,0.848646,0.989163,-0.829685,0.757316,-0.607946,-0.86301,0.322578,-2.780814,-2.176902,-0.51298,-0.722939,0.052434,-1.474803,-1.4745,1.301406,0.120547,0.042837,-0.496526,-0.212027,-0.290039,-1.008652,-0.417977,-0.507239,0.335973,-0.11133,2.09851
NCIH1568,0.41616,0.515053,0.643471,2.476182,-0.278499,0.086064,2.542146,0.780245,-0.427281,1.264423,-0.596056,-1.192643,1.347997,-2.421216,-1.891711,-0.064531,-1.461624,-0.144839,-0.910744,-2.510399,1.530866,-0.135479,-0.05781,-2.399807,0.175015,0.178522,-0.599682,0.299298,-1.126365,-0.198732,-0.795473,1.527745
NCIH1573,1.266345,-0.459069,-0.227147,2.29363,-0.502678,-0.554424,0.806965,1.691578,-1.147049,0.60973,-0.039518,-0.287443,0.229057,-2.897923,-2.250417,-0.507712,-1.477253,0.437905,-0.630657,-1.029825,0.955063,0.856756,0.455991,-1.525249,-0.037687,1.301384,-1.950851,0.289342,-1.831862,-0.215768,-0.461091,1.962241
NCIH1623,0.077343,-1.137384,0.714357,1.968337,-0.486244,0.029308,0.502313,0.853739,-0.579113,0.060746,-0.75767,-0.576177,0.388313,-2.214589,-1.60363,-0.47876,-1.374545,1.15431,-1.1664,-1.485144,0.704725,0.715329,0.331459,-1.628858,0.109676,0.190704,-0.808942,0.133795,-0.863972,-0.068723,-0.762678,2.417195
NCIH1648,-0.313863,0.678786,0.362623,1.133129,0.265361,-0.466332,1.451993,-0.858156,-0.663185,-0.111641,-0.926032,-0.40825,0.349136,-0.884283,-0.993528,-0.695977,-0.469587,0.265086,-0.118382,-0.52361,0.961767,-0.594435,-0.282865,-1.195009,-0.5092,0.20566,-0.385734,0.21707,-0.379835,-0.116725,-0.64654,0.733521
NCIH1651,-0.463585,-0.462852,0.776581,0.918365,-0.314128,0.038005,1.577008,0.10008,0.107107,1.016033,-0.951298,-0.800219,0.797281,-1.668618,-2.548033,-1.168646,-0.969129,-0.319519,-0.963774,-1.161305,1.953107,-0.333467,0.592572,-0.473499,0.263278,0.234859,-1.941281,0.543649,0.02342,-0.283732,0.370621,1.974247
NCIH1666,0.817841,0.39463,0.862607,0.390044,-0.50116,0.347011,1.293021,0.712849,-1.026854,1.474926,0.342818,-0.942347,0.33363,-2.396009,-1.5459,-0.349319,-0.682404,0.503609,0.492059,-2.03144,0.719494,-0.439135,-0.711437,-2.27708,-1.08558,-0.341911,-1.714017,0.662786,-0.898463,-0.403173,-0.199399,1.607056
NCIH1694,0.29091,0.065084,-0.418976,0.105114,-0.026432,0.046531,2.377543,0.732874,0.009894,0.364505,-0.246202,0.436843,-0.855853,-1.423238,-0.401775,-0.338032,-0.037609,-0.046879,-0.789628,-1.18647,0.139885,-0.776442,-0.490906,-0.802802,-0.027718,0.25652,-0.568554,0.238007,0.089243,-0.244118,-0.483701,1.445279
NCIH1734,0.662254,-0.299682,0.905515,0.415199,-0.700321,0.192861,0.9732,0.267505,0.142551,0.045936,-0.398676,0.399549,0.925465,-0.446509,-1.252411,0.253075,-1.127034,-0.250985,-1.760259,-0.0735,0.512314,-0.208732,-0.411654,-0.570369,-0.538558,-0.580942,-0.520743,-0.474806,-0.805689,-1.24138,-1.099653,1.28267
NCIH1755,-0.580116,-0.852515,0.523201,0.96128,0.806442,0.727385,0.84461,0.899904,-0.005457,0.140531,-1.122966,-0.383216,0.109476,-1.766923,-1.175379,-0.830607,-1.396013,0.308964,-0.542174,-1.73176,1.650672,-1.068035,-0.234384,-1.282517,-0.758858,-0.192724,0.003663,-0.121267,0.734318,-0.017599,-0.441129,1.737772
NCIH1781,1.693235,-0.616009,-0.001767,0.935736,-0.185817,-1.06476,1.37278,1.508462,-0.329081,0.321457,-0.708643,0.0477,-0.204295,-0.726448,-0.520558,-0.356434,-0.879029,0.786277,-0.235507,-1.620696,1.000417,-0.85584,0.262756,-0.895116,-1.144334,-0.131961,-1.666023,-0.12547,-0.242367,-0.618242,-0.669209,0.783394
NCIH1792,0.416797,-0.11213,0.057088,0.896803,-0.062258,-0.559829,0.289747,1.402295,-0.622208,0.304762,0.20379,1.461393,-0.464755,-1.020403,-1.476491,-0.635377,-1.019338,-0.35829,-0.611661,-1.656492,1.427366,-0.119452,0.25517,-1.160435,-0.53793,0.215979,-1.331185,0.065539,-0.820751,-0.635142,-1.446558,1.875275
NCIH1836,0.297113,0.403433,1.36942,1.320547,-0.846085,0.978393,2.911443,0.973646,-0.476577,0.384066,-0.381279,-0.959027,-0.70423,-3.12745,-2.213282,-1.290456,-1.339419,-0.132191,-1.561836,-1.394212,2.01331,-0.295911,0.526542,-1.596534,0.021443,-0.086924,-1.698722,-0.166191,-0.988856,0.106322,-0.125749,2.868179
NCIH1869,-0.370995,0.395128,-0.233252,2.062194,-0.431899,0.103278,1.006418,1.398421,-1.229737,0.240431,-0.989882,-1.370426,0.303541,-1.123429,-0.493515,-0.546976,-0.514411,0.448886,-0.712303,-1.666932,1.649898,0.029606,-0.217707,-1.547786,-0.605804,0.530687,-1.752105,0.372154,0.319829,0.273079,0.037285,1.974078
NCIH1915,0.657809,0.362688,1.428593,0.549056,-0.892155,0.420304,1.442663,0.432495,-1.097118,0.265703,-1.165158,0.579259,0.231035,-1.944551,-1.432949,-0.08179,-0.541102,0.851435,-1.224536,-1.562931,1.851923,-0.489742,0.065056,-1.227076,-0.152443,-0.777785,-0.795002,0.259287,-0.24763,0.096422,0.201529,2.531227
NCIH196,1.246982,0.562142,0.893759,1.775166,0.165965,0.095616,1.669431,1.088786,-0.559783,0.199681,0.109991,-0.51031,1.303816,-3.022552,-2.27064,-0.633113,-0.601112,0.562685,-0.893516,-2.194819,1.114329,-0.099515,-0.604059,-1.911499,-0.378294,-0.363048,-0.5267,1.045893,-1.479437,-0.803087,-1.83785,1.748054
NCIH1963,0.719245,-0.30049,0.668591,0.269234,0.240572,-0.435959,1.074497,0.472769,-0.953396,-0.209475,0.170373,-0.115592,0.688723,-1.132095,-1.095493,-1.243419,-0.820411,0.198911,0.362232,-0.612012,1.759611,0.146021,-0.309966,-0.905347,-0.250189,-0.394533,-0.970895,0.151294,0.396449,-1.237715,0.195826,0.784756
NCIH1975,-0.289644,0.479631,0.882827,1.84269,0.213488,0.843073,1.539629,0.534201,-0.203194,1.054716,-0.759511,-0.697613,0.038614,-2.579155,-1.307505,-1.391789,-0.781745,0.683425,-0.963073,-0.288509,0.439388,0.415453,0.391458,-1.995015,0.920961,0.056647,-1.357275,-0.403724,-0.58934,-0.296485,-0.42886,1.329284
NCIH2009,0.709192,-0.303092,-0.45558,1.129049,-1.368802,-0.008165,0.758484,0.688224,0.285987,-0.045561,0.164365,-0.584785,1.067833,-1.694741,-1.783539,-0.100786,-1.018388,-0.172359,-0.956579,-1.13852,1.829469,-1.145487,0.064911,-0.813601,-0.33353,0.7426,-0.946863,0.204658,-0.178551,-0.180884,-0.670764,1.722024
NCIH2023,0.106588,-0.426076,0.300419,2.003749,-1.814557,-0.006235,1.39331,-0.171669,-0.254251,0.710679,-0.109017,-1.731765,0.894048,-2.036159,-1.159862,-0.119458,-1.32096,0.604075,-0.984027,-2.266413,1.861082,-0.584271,-0.368401,-1.443102,-0.338273,0.068026,-0.728977,-0.34235,-0.894608,-0.312189,0.424598,1.557225
NCIH2029,1.03444,-0.117627,0.399489,1.384688,-0.31606,0.069989,2.250986,0.939727,0.128682,0.054829,-0.666175,-0.8233,0.396805,-2.073941,-1.343066,-1.022258,-0.981354,0.654585,-1.931744,-0.337597,1.309657,-1.236076,0.145911,-1.394013,-0.579976,0.605427,-0.76595,0.520941,-0.369653,-0.341004,0.291957,1.094462
NCIH2066,0.694841,-0.141466,1.221626,1.4945,-1.166471,-0.216203,2.127737,1.710462,-1.22592,1.26005,0.600589,-0.77491,-0.34101,-2.610966,-2.16346,-0.425632,-1.570142,1.173016,-1.699832,-2.646703,2.39758,-1.421405,-0.017094,-0.233919,-0.691018,-0.42081,-1.476993,0.44734,-0.675458,-0.035906,-1.276682,3.174494
NCIH2085,0.630311,0.22206,0.348008,2.20007,-0.367884,-0.100564,1.147757,0.286025,-0.135806,0.332815,-0.900628,-0.797672,0.596816,-2.270321,-1.822081,-0.56727,-1.994015,-0.414332,-0.760066,-1.812206,2.026585,0.252609,0.428613,-0.546527,-0.598026,0.437829,-1.468774,1.610233,0.377829,-0.292236,-0.421786,2.573093
NCIH2087,0.492484,-0.485878,1.175099,1.77486,-0.175343,-0.683958,0.940831,0.992638,-0.082531,0.505397,0.190105,-0.882703,-0.251613,-2.213984,-2.007008,-0.255797,-1.541701,1.042163,-0.051323,-1.629029,2.295105,-0.785543,0.614566,-1.100001,-0.188658,0.118626,-2.788794,0.107281,-0.997444,-0.821541,-0.624582,1.901369
