drug_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
RVX-208,-0.38742,-2.580971,1.334802,-1.679371,0.558888,-3.151337,-2.297561,0.483502,1.820233,0.251735,0.046177,-0.593295,-2.895544,-0.55026,-0.207448,1.873823,0.402596,-2.233879,0.912391,0.256952,-0.478059,0.910514,0.826787,1.415507,-1.077152,-0.089634,1.152768,1.353685,0.362214,-1.146322,-1.379454,-2.117475
Rapamycin,-0.945214,0.557126,-1.2403,0.678786,-0.112552,1.778403,0.072486,0.331753,-0.410368,0.407815,-0.14393,-0.478802,0.311055,-0.198081,0.525475,0.080814,-0.496244,1.411374,-0.963337,0.329724,0.755402,-1.104593,-0.743338,-0.221401,-0.944799,0.860091,-0.029243,-0.248533,0.09174,-0.745861,0.955294,0.702878
Refametinib,0.007464,-0.129678,0.904775,0.183265,0.209918,-1.593397,-0.939911,0.33318,0.978136,-0.624401,-0.069368,0.613048,-1.061531,0.007156,-0.046746,1.151037,-0.186086,-1.52529,0.216492,-1.011306,-0.56589,0.515914,1.548791,0.794338,-0.221745,0.385352,-0.271402,0.538622,0.907599,-0.157777,-0.146227,-0.279798
Ribociclib,-0.753621,-0.986104,0.960957,-1.152395,-0.151678,-2.673079,-1.67121,0.163529,1.389349,1.093574,0.573506,0.105181,-2.097598,-0.98121,-0.392098,0.824488,0.659391,-1.542199,0.617854,0.097037,-1.182741,1.126455,0.764697,0.534448,-0.639516,0.274275,0.601463,1.063083,-0.361985,-0.132125,-1.756787,-1.9121
Romidepsin,-0.0185,1.678768,-1.268802,2.229651,-0.431356,3.317843,1.985626,0.606659,-1.103839,0.90484,0.355194,0.359698,1.841129,0.393897,0.218002,-2.07773,-0.334999,2.468608,-0.408679,1.237644,1.004933,0.091834,-2.185357,-1.518236,1.030645,0.947353,-1.633162,-2.233087,0.688769,1.063353,1.827099,1.177654
Rucaparib,-0.614904,-0.442504,0.684066,-1.947743,0.991247,-1.864113,-0.969032,-0.236974,0.130412,0.273804,0.02772,-0.181798,-1.048758,-1.737329,-0.127163,0.729975,0.843376,-2.369372,-0.015099,-0.770598,-1.541349,0.759862,0.860363,1.519266,-0.694766,0.470174,0.583732,1.439982,0.120626,-0.538333,-2.081925,-1.346423
Ruxolitinib,-0.730951,-0.311658,1.924286,-0.693945,0.335053,-2.5754,-2.161819,0.727832,0.466459,-1.022261,-0.563586,-1.165745,-1.411808,-0.139302,-1.371545,2.183629,0.975546,-3.349542,0.276304,-0.850252,-0.610705,0.275402,1.450335,1.011744,-0.98412,-0.5582,0.214258,1.312455,0.320978,-0.478524,-2.129862,-1.448377
SB216763,-0.092938,-2.367027,2.406214,-2.091584,0.138745,-2.994548,-1.218692,-0.531023,1.29655,1.312491,-0.117073,-1.090059,-2.628806,-1.0259,-0.05728,1.488819,0.952418,-3.483664,-0.213414,-0.845544,-0.342988,0.994077,1.762409,1.600097,-0.762019,-0.790224,0.863852,1.115061,0.239875,-0.69147,-2.17689,-1.601857
SB590885,0.022232,-1.220681,1.190029,-2.142777,1.079996,-2.117629,-1.058573,-0.006555,1.17461,0.322935,0.412665,0.186103,-1.83825,-1.700955,0.287045,1.661331,0.145436,-2.103822,-0.331454,0.023763,-1.621418,0.690015,1.471381,1.738082,-1.044918,-0.08715,0.419404,1.260494,-0.584303,-0.33748,-2.291022,-1.949503
SCH772984,0.112859,-0.871256,0.502775,-1.023537,-0.284351,-1.629988,-1.091055,0.141547,0.718013,0.030703,-0.59647,-0.911607,0.254949,-1.073085,-0.584503,1.00478,0.423009,-0.984193,0.00743,-0.152572,-0.447204,0.27575,0.850544,1.185124,-0.60355,-0.226063,0.767937,1.169371,0.453693,-1.009182,-0.328463,-0.543677
SGC-CBP30,-0.460071,-1.225595,1.576489,-1.974396,0.488137,-2.068104,-2.232472,0.180378,1.093989,-0.179116,-0.587335,-0.452229,-1.48822,-0.597845,-1.019243,1.676721,0.021055,-3.057641,0.230495,0.069483,-0.536892,0.780725,1.108908,0.994973,-1.017837,-0.929285,0.249186,1.138625,-1.287756,-0.656432,-1.20826,-1.523583
SGC0946,-0.162895,-1.12296,1.307319,-1.189147,0.257556,-1.480173,-0.819733,0.352993,-0.219274,0.104798,0.522409,0.690803,-0.997718,-0.433266,0.815077,1.234337,-0.091874,-1.421688,0.68272,-0.748444,0.116834,0.55302,0.909256,0.459122,-0.844325,0.535933,0.085606,0.409946,-0.342351,-0.02061,-1.213333,-1.037051
SL0101,-0.328282,-1.087156,0.731135,-2.620539,-0.685411,-3.53246,-1.215109,0.289107,1.304726,0.512858,-0.136987,-0.467192,-1.588207,-0.954521,0.042024,1.819371,0.181589,-2.765164,0.098871,0.0591,-1.168777,0.473882,1.631557,1.280743,-1.050631,0.503531,0.929387,1.406017,-1.388194,-0.514994,-1.22368,-2.293008
SN-38,1.083793,1.050066,-0.78657,0.870377,0.042438,1.35315,2.391981,0.464579,-0.235948,-0.864176,0.216731,0.901418,1.754312,0.208681,0.129123,-1.268245,-0.640512,2.502671,-1.280039,0.707634,0.021264,-1.083712,-2.021388,-1.192729,1.582798,0.437282,-0.925792,-0.453272,1.088097,0.235075,2.108173,1.59019
Sabutoclax,0.342456,-0.313155,0.244849,0.210585,0.242432,-0.17826,0.175224,-0.424909,-1.135379,0.484808,-0.741514,0.078797,0.290259,0.223535,-0.102982,0.04712,0.206721,0.515056,0.839594,0.14933,0.088686,-0.504564,0.131674,0.25574,-0.025906,0.298189,-0.173986,0.253839,0.49641,0.464854,0.151527,-0.419857
Sapitinib,-0.321152,-0.89322,2.150448,-1.544818,0.463063,-2.484274,-1.98229,-0.116526,-0.209851,0.869648,-1.245265,-0.470904,-2.253622,-1.252609,0.169662,1.290669,-0.095844,-2.279635,-0.017879,-0.455308,-0.67565,1.636428,0.202576,1.031053,-1.102597,0.125155,0.550354,1.393475,-0.366924,-0.675015,-0.639908,-0.947468
Savolitinib,0.446683,-0.236442,0.884214,-0.261916,0.360314,-1.718579,-1.093851,0.149717,0.346646,0.956652,0.053191,-0.199862,-1.01985,0.898876,-0.944084,0.445465,-0.408147,-1.5639,0.388859,-0.548845,-0.825672,0.573439,0.595481,0.919745,-0.131949,0.084627,0.712501,1.343962,-0.252027,-0.231762,-1.294518,-1.177773
Schweinfurthin A,-0.267055,-0.042644,0.491052,-0.123102,-0.499507,-0.040935,-0.726426,-0.473982,0.065581,1.308064,-0.238521,-0.278832,-0.667047,-0.352309,-0.568633,0.479859,0.6705,-0.523728,-0.430424,-0.320889,-0.537186,0.262695,1.06339,0.285212,-0.368177,0.769407,0.566034,0.663789,0.794012,0.173206,-1.420522,-0.045633
Selumetinib,-0.810097,-0.87841,0.001992,-1.508177,0.036193,-2.431257,-1.561257,0.721834,0.414096,0.451505,-0.603579,-0.409148,-1.381885,-1.249892,-1.136838,1.349737,0.920331,-1.880418,0.109737,-0.324248,-0.679071,0.760136,-0.1876,0.437848,-1.298887,-0.247432,0.438829,1.33671,-0.371541,-0.844224,-0.431682,-0.613065
Sepantronium bromide,-0.612721,1.449798,-1.295803,1.550825,0.273216,3.442951,1.987283,-0.091408,-1.065979,-0.116874,0.820216,0.34301,1.351009,0.063627,0.815471,-1.159087,-0.739907,2.652311,-0.604138,0.399944,0.813057,-0.917695,-1.133101,-0.554274,0.447081,0.619464,-0.315882,-1.106862,1.017361,0.249931,1.582561,1.809431
Serdemetan,-0.26772,-1.068026,0.821505,-1.471754,0.079409,-2.020396,-1.488161,0.423895,0.841351,-0.604784,-0.117448,-0.314856,-1.58075,-1.125536,-1.128014,1.529243,0.258764,-1.943958,0.23235,-0.446331,-1.003903,0.220109,1.423734,0.770513,-0.884116,-0.15073,0.087938,0.521087,0.661426,-0.477613,-0.961884,-0.40732
Sinularin,0.380129,-1.312002,0.869918,-1.757268,0.670262,-1.86935,-1.716081,-0.304857,0.150508,0.681486,-0.066841,-0.223237,-2.03547,-1.522422,-0.024655,1.182154,0.831045,-2.129475,0.237562,-0.066322,-0.377351,1.070643,0.98484,1.330184,-0.36724,-0.392022,0.107113,1.742904,-0.853544,0.110812,-1.2444,-2.234686
Sorafenib,0.553772,-2.203726,-0.350646,-0.688345,0.426407,-1.846934,-0.961804,-1.112203,0.929341,0.258495,-0.113004,-0.224379,-0.906319,-0.575783,-1.296232,1.922506,0.868353,-2.017285,0.080151,-0.418303,0.011563,-0.602651,0.554466,-0.154109,-0.796967,-0.477373,0.298165,0.45829,-0.74917,0.165052,-0.63538,-0.657099
Staurosporine,-0.07757,0.566728,-0.722462,1.234676,-1.25675,1.776703,1.225191,-0.12761,-0.669918,-1.421196,-0.126705,1.137432,1.198255,0.426606,0.379764,-0.674737,0.052427,1.306708,-0.048777,1.148732,1.048777,0.677091,-1.159451,0.08741,0.281138,0.426032,0.099214,-1.041754,0.430234,0.604886,0.536657,1.798928
TW 37,-0.697958,0.526327,0.845572,-0.556786,-0.113754,-1.075242,-0.624832,0.0583,0.937267,1.056185,0.051196,-0.549073,-0.892836,-0.39339,-0.708216,-0.146199,1.192649,-0.58797,-0.280672,0.246829,-0.87302,-0.291518,0.030797,1.217761,-0.47834,-1.350512,0.743938,0.255874,-1.125631,-0.236192,-0.203406,-0.299568
Talazoparib,0.887032,-1.3805,0.765343,-1.451056,-0.58269,-1.324971,-0.966465,0.319419,0.879534,-0.188152,-0.607169,-0.252789,-0.753106,0.154698,-0.017806,0.968172,0.444855,-1.584566,-0.220629,-0.335043,-1.278036,0.489728,1.748073,1.251498,-1.218582,-0.315142,-0.11837,0.848741,0.088311,0.159029,0.244095,-0.482808
Tamoxifen,0.086022,-0.913518,0.872487,-2.008958,0.900136,-1.815315,-1.692802,0.370007,1.494649,0.626037,-0.868452,-0.234629,-1.834055,-0.295634,-0.029772,1.9107,-0.15218,-2.4791,0.940684,-0.751674,-1.562041,0.990386,0.946863,1.997322,-0.845353,-0.285909,0.20752,1.950245,-0.387958,-0.424028,-1.706695,-1.452777
Tanespimycin,-0.488535,0.537047,-0.921752,-0.043662,0.300602,0.212947,-0.330252,0.325922,-0.458804,-0.014855,0.328393,0.237892,-0.305917,0.614134,0.053193,0.348902,0.757206,0.596444,0.553138,0.104571,0.411436,0.093724,-0.626699,0.131466,0.146118,0.298474,-0.071079,-0.40158,0.338495,-0.652668,0.753057,-0.090141
Taselisib,0.115257,-0.308976,0.752809,-1.383475,0.528205,-0.93831,-1.056313,-0.265347,0.243678,-0.554063,0.796815,0.575614,-0.596442,-0.512047,-0.354742,0.96696,1.07002,-1.265728,-0.378551,0.559654,-1.270045,-0.164076,0.44997,-0.262277,0.089337,0.256482,-0.103162,1.182365,0.458149,-0.159841,-0.840632,0.464521
Telomerase Inhibitor IX,0.357564,-0.108294,0.865657,-0.12196,-0.206118,-0.398014,0.222404,-0.952083,0.021073,0.729839,-0.281788,0.705741,0.376841,-0.193689,-0.387248,0.092646,1.409125,0.543076,0.135146,-0.390164,-0.092809,0.258657,-0.391194,0.248213,0.473591,-0.968804,0.487348,0.905487,-0.3874,0.805583,-0.592495,-0.046877
Temozolomide,-0.179375,-2.190063,1.275116,-2.00138,0.826558,-3.805449,-3.237334,0.580631,1.632884,0.221603,0.710941,-1.361723,-3.955455,-1.751438,-0.531723,1.507509,0.171133,-2.919127,0.85528,-0.552925,-0.912662,0.965153,1.795641,2.198019,-2.288311,-1.666732,0.421188,2.343796,-0.794844,0.07117,-3.138335,-2.145482
Temsirolimus,0.322664,-1.009865,0.691131,-0.441811,1.601715,-1.708299,0.264562,-0.134828,-0.57506,-0.209288,0.10217,0.423519,0.393448,0.48332,-0.628353,0.899362,0.3043,-0.884805,-0.003474,-0.476691,-0.195508,-0.171407,-0.187978,0.534046,0.04899,-0.191577,0.788577,0.178269,-0.30291,0.271536,-0.416055,-0.335862
Teniposide,-1.262715,-0.187246,-0.761487,-0.836243,-0.629037,-0.883689,-0.520045,-0.206841,0.4687,0.142885,-0.971924,-0.014035,-0.114292,-0.297402,-0.115628,0.290646,0.445844,-1.113475,-0.062226,0.682956,0.583149,0.538584,0.459073,0.999537,0.803729,-0.121722,-0.423456,0.045259,1.459735,-0.819012,-0.439861,-0.927557
Topotecan,0.0613,-0.686108,0.011542,-1.072884,0.325548,0.454128,-0.29841,-0.051789,-0.022524,0.104188,-0.028353,0.359929,0.498034,-0.464723,-0.191579,0.535525,-0.683298,-1.126647,0.139129,0.217313,-0.415397,-0.240307,-0.297474,-0.358832,0.279495,-0.615029,-0.106215,-0.37449,-0.766045,0.420211,-0.348572,-0.001642
Tozasertib,-0.763425,-1.106554,0.950082,0.444601,-0.842854,-1.463405,-0.717546,-0.171143,0.938327,-0.314188,-0.003504,-0.470438,-0.418521,-0.838797,-0.496288,1.208019,-0.27505,-1.19173,-0.685883,-0.811772,-0.279699,-0.069959,0.444721,0.894201,-0.873226,0.19638,0.338208,0.896284,0.287241,0.030795,2.4e-05,-0.37627
Trametinib,-0.262088,0.618255,0.153956,-0.230027,0.144785,0.503695,0.191962,0.916467,0.563037,0.266168,-0.51613,-0.097928,-0.003754,0.329043,0.306333,0.113073,0.069375,0.313025,-0.420616,0.837448,-1.041707,0.744082,0.005011,0.526224,0.159451,0.164738,0.285996,0.430646,-0.177245,0.512429,-0.571856,-0.034692
Tretinoin,0.398319,-1.043628,1.428883,-1.975526,0.752678,-3.190019,-1.059528,0.244501,0.306169,-0.34765,-0.146683,-0.36881,-1.169451,-1.568098,-0.651442,1.010568,0.254341,-1.72685,-0.095962,-0.267563,-0.789855,0.879157,1.761935,0.776911,-0.39462,0.511885,0.506219,2.63297,-0.897694,-0.070298,-0.89604,-1.972434
UMI-77,-0.703148,-1.775516,1.784482,-1.383722,0.098608,-2.352912,-0.743447,-0.210307,0.431359,0.306862,-0.638044,-0.365328,-0.654332,-0.445791,-0.35702,1.07655,0.120445,-0.618193,-0.108974,-0.247562,-0.563056,1.065136,1.496757,0.837743,-0.62402,-0.119203,-0.832385,0.099837,-0.741815,-0.451002,-1.613875,-0.721833
UNC0379,-0.013534,-1.250915,0.261235,-1.342215,-1.087525,-2.20022,-1.404406,0.333798,0.016359,0.297687,-0.645751,-0.73178,-1.239572,0.228781,-0.472351,0.734384,0.465846,-1.436636,0.660889,0.955216,-1.089538,0.787443,1.889147,1.749954,-1.882378,-0.335991,1.100413,2.500054,-0.166172,-0.384661,-1.70074,-0.183934
Ulixertinib,0.354142,-1.225604,0.521775,-0.770105,0.430188,-1.934917,-1.313641,-0.677279,1.079517,-0.04094,0.145518,0.482942,-1.010541,-0.602009,-0.252128,0.832721,0.883489,-1.180675,-0.026598,0.232096,0.102247,-0.205615,1.54772,0.888113,-0.494354,0.26898,-0.032445,1.216385,-0.551523,-0.878174,-1.337298,-0.623017
Uprosertib,-0.484458,-0.113664,1.309084,-0.393676,0.243803,-1.573191,-1.750486,0.668881,0.831331,0.432499,0.743707,-0.564513,-1.347279,-0.461904,-0.867817,0.824391,0.544933,-1.694045,0.935986,-1.089935,-0.026572,0.86188,0.611087,0.346683,-1.769065,-0.666162,0.811316,0.819292,0.165291,-0.471194,-0.607383,-1.397745
VE-822,-0.495748,-1.069188,0.457333,-1.943677,0.109396,-1.828477,-0.641158,0.657431,1.319055,0.524728,0.05526,-0.903595,-1.344756,-0.392805,0.286409,1.358204,0.950137,-2.208888,0.14798,-0.155085,-0.069511,0.514723,0.948753,1.237795,-1.368761,0.506793,-0.121486,-0.022566,-0.455074,0.670958,-0.769087,-0.773064
VE821,0.004315,-1.359636,0.225638,-2.611089,0.351575,-1.721628,-1.439581,0.550675,1.687929,0.372325,-0.201657,-0.774628,-0.782962,-0.610199,-1.030749,0.697149,1.043485,-2.658029,1.320167,-1.845498,-0.110093,0.985668,1.310333,1.042305,-0.072958,-0.021675,-0.04964,0.324291,-0.492791,-0.225818,-2.102383,-1.479198
VX-11e,-0.297848,-0.848042,1.026066,-0.237893,0.622822,-1.940532,-0.886276,0.190256,-0.070741,0.337267,0.835105,-0.226525,-1.98902,-0.565177,-0.978206,1.284015,0.539445,-1.506751,0.095682,-0.416556,-0.541572,0.106993,0.137276,1.320112,-0.869246,-0.165754,0.409693,0.947458,-0.973201,-0.987591,-1.186232,-0.766481
Veliparib,-0.385442,-1.859755,2.37191,-2.86447,-0.045318,-2.168563,-2.134786,-0.039884,1.758919,0.300177,-0.358093,-0.382722,-2.680651,-1.653661,-0.789447,1.17586,0.551873,-2.626921,0.941987,-0.048513,-1.279516,1.222581,1.886071,1.645115,-1.574509,-1.005838,0.777877,0.698178,-0.896049,-1.572107,-2.427832,-2.341139
Venetoclax,0.539926,-0.317065,0.237162,-0.3984,0.574361,-1.305218,-1.522368,0.019091,0.41263,-0.509114,0.111238,-0.048298,-0.701624,-0.310475,0.077001,0.571087,0.31567,-1.300853,-0.089682,0.42843,-1.444992,0.820706,0.334153,0.207075,-0.393762,-0.938077,-0.200956,0.185192,-0.410206,-0.518114,0.109048,0.150823
Vinblastine,-0.997674,1.316225,-0.3826,1.476585,-0.535226,1.812338,0.936912,-0.404453,-1.333921,-0.226552,-0.637245,0.197151,0.835155,0.813965,0.114986,-0.898193,0.201606,2.535016,-1.583905,-0.036983,0.516645,-0.37362,-1.842875,-1.410311,0.893568,0.347667,-0.13818,-0.74112,0.642289,0.280091,1.119931,1.513154
Vinorelbine,-1.10812,1.676582,-1.805573,0.504324,-0.291973,2.011959,-0.361943,-0.182392,-0.235242,0.350727,-0.249778,0.107047,0.956163,0.419179,-0.122036,-1.348538,-0.076629,1.573328,-0.031321,0.436279,0.930984,-0.083918,-1.752433,-1.223463,0.6019,0.253059,-0.618298,-0.378146,1.399701,0.251832,0.988163,1.447567
Vismodegib,-0.95319,-1.574201,1.724789,-2.155,-0.299616,-3.035871,-2.024969,-0.158686,2.157085,0.018007,-0.750506,-0.498998,-1.766465,-1.072331,-0.448975,1.151796,1.259879,-2.36682,1.010549,-0.395724,-0.604137,0.482069,1.302616,2.071806,-0.480438,-1.037898,0.622348,1.249569,-1.068124,-0.136397,-1.090976,-1.570592
Vorinostat,-0.166221,-0.249184,0.213988,-0.378693,0.798273,-1.977208,-0.237538,-0.675236,0.967869,-0.236432,-0.664228,0.203414,-0.526086,-0.844379,-0.847133,0.412592,-0.43746,-1.375184,0.213038,-0.66738,-0.110957,1.038048,0.419543,0.511133,0.607086,-0.741905,0.754284,1.002688,0.197647,0.556948,-0.389617,-0.864415
WIKI4,0.531977,-0.633295,1.485634,-1.362499,-0.121192,-2.127088,-1.035389,0.735467,0.622773,0.352062,-0.785564,0.150946,-2.068678,-0.423861,-1.097135,1.714756,0.550669,-2.390419,0.713273,-0.731963,-0.393026,0.556742,0.308895,0.565103,-1.167096,0.333368,0.82631,1.918449,0.283311,-0.47796,-1.349111,-1.562446
WZ4003,-0.352394,-2.224651,1.006627,-2.14779,0.240393,-1.357918,-1.892007,0.34007,1.363676,0.351402,0.003676,-0.55239,-1.938602,-1.3674,-0.144835,0.432432,0.909143,-2.875255,0.880821,-0.651623,-1.450417,1.043699,1.735359,0.929006,-0.674249,-1.523727,-0.25193,1.848817,-0.702541,-1.15998,-1.713279,-1.936336
Wee1 Inhibitor,-0.091633,-0.863396,0.616739,-0.817326,0.813757,-1.043926,-0.622567,0.708772,0.278992,-0.521087,0.529352,-0.125095,-0.878096,-0.778104,-0.603709,1.101005,0.712596,-0.738244,0.604227,0.037667,-0.368164,0.304411,1.26606,0.410115,-0.352971,-0.60022,-0.117301,0.507273,-0.709133,0.279914,-1.383207,-0.717185
Wnt-C59,0.048762,-2.276183,0.845499,-1.454352,0.485049,-2.641868,-1.382872,0.200472,0.963872,0.347919,0.313621,-0.728087,-2.159561,-1.26736,-0.763082,2.083138,0.731689,-2.850428,0.119786,-0.312679,-1.330538,0.430057,2.008645,0.900242,-0.610285,0.226925,0.062583,0.819316,-0.759071,-0.784926,-1.373283,-1.653098
XAV939,0.162607,-0.68723,1.486354,-1.354801,-0.709393,-2.345666,-0.878736,-1.247354,1.312153,0.144829,-0.576408,0.00609,-1.082151,-0.555449,-0.789077,0.913196,0.522486,-1.873165,0.231054,-0.649686,0.524168,1.34068,1.925772,0.489922,-1.453049,-0.367757,-0.066582,2.078255,0.077392,-0.510004,-0.557445,-1.56927
YK-4-279,1.284911,-0.694366,0.88434,-0.185009,0.790217,-1.165152,-1.033341,0.399766,0.127205,0.200288,-0.638484,-1.108704,-1.046532,0.109341,0.128996,0.725327,1.122576,-1.562517,-0.723996,-1.370188,-1.08128,0.851702,0.429946,0.905542,0.214813,-0.774189,0.479375,0.976631,-0.777711,0.542526,-0.945809,-1.058978
ZM447439,1.044849,-0.597338,1.130443,-0.313717,-0.155667,-0.966083,-1.329259,-0.112486,0.463537,-0.171904,0.317187,-0.110851,-1.445977,-0.247166,-0.511569,0.694209,0.303315,-1.199626,0.458037,-0.494261,-0.126016,0.385403,0.509543,0.022066,-0.189745,-0.244845,0.374378,1.314915,-0.627729,-0.83793,-0.863308,-0.817181
Zoledronate,-0.147288,-0.506287,-0.276325,-0.874861,0.64106,-2.074867,-3.229003,0.873321,0.354722,-0.052432,-0.221221,-0.150186,-1.418032,-0.399632,-0.133474,1.368927,0.611825,-2.617525,0.005391,-0.004867,-0.377,1.080819,0.954553,1.549804,-1.566977,0.175254,0.258907,1.988669,-1.323907,0.663492,-1.481037,-1.595673
alpha-lipoic acid,0.066269,-2.78964,1.862195,-3.18641,0.131506,-4.279298,-3.516116,0.070241,1.017918,0.143537,0.388895,-1.117887,-3.778111,-1.564374,-1.248511,3.55382,0.711776,-3.901328,1.219841,-0.426446,-1.445631,1.33113,3.391468,2.09943,-2.157683,-1.036559,-0.098876,2.662278,-2.279925,-0.431346,-2.655751,-1.640754
glutathione,-0.952984,-3.362468,2.196447,-3.459791,0.300237,-5.435536,-4.286325,0.720562,0.872282,0.458898,-0.618562,-0.320805,-3.192769,-2.147283,-0.572792,2.752237,0.46293,-3.980761,1.152603,-1.057926,-1.520002,1.821074,2.803769,1.90063,-2.445664,-0.539645,0.850594,3.136874,-1.127356,-0.950194,-3.705366,-3.371789
